action_id,incident_id,root_cause,corrective_action,responsible_department,action_start_date,action_end_date,action_status,recurrence_after_action
708,1782,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-04-27,2024-05-24,Completed,True
709,1783,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-04-26,2024-07-24,Completed,True
710,1784,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-04-26,2024-07-18,Completed,True
711,1786,Material fatigue under load,Switch to a higher grade material,Quality Assurance,2024-04-26,2024-05-26,Completed,False
712,1787,Thermal design limitation,Redesign cooling and heat protection,Design Engineering,2024-04-23,2024-08-04,Completed,False
713,1788,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-04-24,2024-06-12,Completed,False
714,1789,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-04-25,2024-06-27,Completed,False
715,1790,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-04-23,2024-06-10,Completed,False
716,1791,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-04-27,2024-07-06,Completed,True
717,1792,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-04-24,2024-06-22,Completed,True
718,1793,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-04-22,2024-06-09,Completed,False
719,1794,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-04-29,2024-05-31,Completed,True
720,1795,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-05-01,2024-06-30,Completed,False
721,1797,Operator training gap,Retrain operators and add in-line inspection,Production,2024-04-30,2024-06-03,Completed,False
722,1799,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-04-25,2024-06-12,Completed,True
723,1801,Improper use by customer,Update owner manual and customer communication,Customer Service,2024-04-30,2024-05-19,Completed,False
724,1802,Assembly tool wear,Replace worn tools and add tool maintenance schedule,Production,2024-04-27,2024-06-16,Completed,False
725,1804,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-04-30,2024-07-03,Completed,True
726,1805,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-04-30,2024-06-26,Completed,True
727,1806,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-05-01,2024-07-16,Completed,False
728,1808,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-04-30,2024-07-18,Completed,True
729,1809,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-04-28,2024-05-25,Completed,True
730,1810,Substandard raw material,Change material specification,Quality Assurance,2024-04-29,2024-06-26,Completed,False
731,1813,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-05-05,2024-06-06,Completed,False
732,1817,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-04-27,2024-05-29,Completed,True
733,1818,Operator training gap,Retrain operators and add in-line inspection,Production,2024-04-30,2024-06-17,Completed,False
734,1820,Supplier process deviation,Issue supplier corrective action request (SCAR),Quality Assurance,2024-05-01,2024-06-06,Completed,True
735,1832,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-05-04,2024-06-15,Completed,False
736,1837,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-01,2024-06-13,Completed,False
737,1838,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-05-04,2024-06-29,Completed,False
738,1841,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-02,2024-07-29,Completed,False
739,1842,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-01,2024-06-08,Completed,False
740,1843,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-05-05,2024-06-11,Completed,False
741,1846,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-05-05,2024-06-28,Completed,False
742,1847,Incorrect assembly sequence,Update work instructions and assembly sequence,Quality Assurance,2024-05-02,2024-06-14,Completed,True
743,1850,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-03,2024-06-06,Completed,True
744,1854,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-05-09,2024-06-09,Completed,False
745,1855,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-05-07,2024-06-29,Completed,True
746,1857,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-05-05,2024-06-27,Completed,False
747,1858,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Quality Assurance,2024-05-08,2024-07-06,Completed,False
748,1862,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-05-08,2024-07-14,Completed,False
749,1864,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-07,2024-07-28,Completed,True
750,1865,Corrosion due to coating defect,Improve coating process and add corrosion test,Supplier Quality,2024-05-06,2024-06-10,Completed,False
751,1866,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-05-09,2024-09-20,Completed,True
752,1870,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-05-09,2024-06-20,Completed,True
753,1874,Tolerance stack-up in design,Revise tolerances in the design drawings,Design Engineering,2024-05-12,2024-07-30,Completed,False
754,1875,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2024-05-05,2024-06-10,Completed,False
755,1879,Substandard raw material,Change material specification,Supplier Quality,2024-05-04,2024-08-01,Completed,True
756,1882,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-13,2024-06-22,Completed,False
757,1883,Root cause not identified,Extended monitoring and data collection,Quality Assurance,2024-05-06,2024-06-24,Completed,False
758,1884,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Quality Assurance,2024-05-12,2024-06-20,Completed,True
759,1885,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-05-14,2024-07-02,Completed,False
760,1889,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-05-08,2024-07-07,Completed,False
761,1891,Non-approved modification,Add warning about modifications to warranty terms,Customer Service,2024-05-15,2024-05-22,Completed,True
762,1894,Out-of-tolerance component batch,Quarantine affected batch and replace parts,Supplier Quality,2024-05-12,2024-07-19,Completed,True
763,1897,Improper use by customer,Update owner manual and customer communication,Customer Service,2024-05-13,2024-05-27,Completed,True
764,1898,Operator training gap,Retrain operators and add in-line inspection,Production,2024-05-12,2024-06-03,Completed,False
765,1900,Missing or unclear work instruction,Rewrite work instructions with photos,Production,2024-05-17,2024-07-09,Completed,False
766,1902,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-05-16,2024-05-31,Completed,False
767,1903,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-05-13,2024-06-24,Completed,True
768,1904,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-14,2024-06-15,Completed,False
769,1906,Insufficient design margin,Raise design margin through an engineering change,Design Engineering,2024-05-17,2024-08-31,Completed,False
770,1907,Insufficient process control,Introduce statistical process control on the line,Quality Assurance,2024-05-17,2024-06-22,Completed,False
771,1909,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-05-16,2024-07-13,Completed,False
772,1913,Insufficient process control,Introduce statistical process control on the line,Production,2024-05-13,2024-06-29,Completed,False
773,1919,Supplier process deviation,Issue supplier corrective action request (SCAR),Supplier Quality,2024-05-19,2024-07-27,Completed,False
774,1921,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-18,2024-07-24,Completed,True
775,1922,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-17,2024-06-25,Completed,True
776,1926,Insufficient process control,Introduce statistical process control on the line,Production,2024-05-12,2024-06-25,Completed,True
777,1930,Insufficient process control,Introduce statistical process control on the line,Production,2024-05-20,2024-06-17,Completed,False
778,1933,Inadequate supplier quality inspection,Tighten incoming inspection for supplier parts,Supplier Quality,2024-05-20,2024-07-12,Completed,False
779,1934,Intermittent fault not reproducible,Collect field data and repeat diagnostics,Quality Assurance,2024-05-16,2024-07-11,Completed,False
780,1940,Missing or unclear work instruction,Rewrite work instructions with photos,Quality Assurance,2024-05-18,2024-07-06,Completed,False
781,1941,Heat treatment deviation,Require heat treatment certificates from supplier,Supplier Quality,2024-05-20,2024-07-24,Completed,False
782,1944,Incorrect torque settings,Correct torque specification and add torque monitoring,Production,2024-05-19,2024-06-13,Completed,False
783,1945,Substandard raw material,Change material specification,Supplier Quality,2024-05-17,2024-07-31,Completed,False
784,1946,Operator training gap,Add poka-yoke check at the assembly station,Production,2024-05-19,2024-07-12,Completed,False
785,1949,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-20,2024-07-03,Completed,False
786,1951,Supplier material substitution,Audit the supplier and require approved materials,Quality Assurance,2024-05-17,2024-07-05,Completed,False
787,1953,Supplier material substitution,Audit the supplier and require approved materials,Supplier Quality,2024-05-20,2024-08-14,Completed,False
